"Category","Model","Size","Package","Paper","Print Colour","Packing Method","Finishing","Mix Design","Compulsory","Quantity (Pcs)","Weight","Print Method","WM Price","EM Price"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Art Paper 157gsm","4C (Front)","6pcs / Pack","Soft Touch Lamination","No","Die-Cutting, Gluing + Folding","15000","120","LO","3801.00","5001.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Art Paper 157gsm","4C (Front)","6pcs / Pack","Soft Touch Lamination","No","Die-Cutting, Gluing + Folding","30000","240","LO","7230.00","9630.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Art Paper 157gsm","4C (Front)","6pcs / Pack","Soft Touch Lamination","No","Die-Cutting, Gluing + Folding","60000","479","LO","13230.00","18020.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Art Paper 157gsm","4C (Front)","6pcs / Pack","Soft Touch Lamination","No","Die-Cutting, Gluing + Folding","90000","719","LO","17010.00","24200.00"
"Standard Money Packet","MP 101","154mm x 79.5mm","Dual Design","Gloss Art Paper 130gsm","4C (Front)","6pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","600","8","DO","407.36","487.36"
"Standard Money Packet","MP 101","154mm x 79.5mm","Dual Design","Gloss Art Paper 130gsm","4C (Front)","8pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","600","8","DO","407.36","487.36"
"Standard Money Packet","MP 101","154mm x 79.5mm","Dual Design","Gloss Art Paper 130gsm","4C (Front)","8pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","5000","52","LO","1213.70","1733.70"
"Standard Money Packet","MP 101","154mm x 79.5mm","Dual Design","Gloss Art Paper 130gsm","4C (Front)","10pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","600","8","DO","407.36","487.36"
"Standard Money Packet","MP 101","154mm x 79.5mm","Dual Design","Gloss Art Paper 130gsm","4C (Front)","10pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","1250","14","DO","469.66","609.66"
"Standard Money Packet","MP 101","154mm x 79.5mm","Dual Design","Gloss Art Paper 130gsm","4C (Front)","10pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","2500","26","LO","702.84","962.84"
"Standard Money Packet","MP 101","154mm x 79.5mm","Dual Design","Gloss Art Paper 130gsm","4C (Front)","10pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","5000","52","LO","1213.70","1733.70"
"Standard Money Packet","MP 101","154mm x 79.5mm","5 Design","Gloss Art Paper 130gsm","4C (Front)","5pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","600","20","DO","941.60","1141.60"
"Standard Money Packet","MP 101","154mm x 79.5mm","5 Design","Gloss Art Paper 130gsm","4C (Front)","5pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","1250","35","DO","1092.10","1442.10"
"Standard Money Packet","MP 101","154mm x 79.5mm","5 Design","Gloss Art Paper 130gsm","4C (Front)","5pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","2500","65","LO","1655.40","2305.40"
"Standard Money Packet","MP 101","154mm x 79.5mm","5 Design","Gloss Art Paper 130gsm","4C (Front)","5pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","5000","130","LO","2889.50","4189.50"
"Standard Money Packet","MP 101","154mm x 79.5mm","5 Design","Gloss Art Paper 130gsm","4C (Front)","10pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","600","20","DO","941.60","1141.60"
"Standard Money Packet","MP 101","154mm x 79.5mm","5 Design","Gloss Art Paper 130gsm","4C (Front)","10pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","1250","35","DO","1092.10","1442.10"
"Standard Money Packet","MP 101","154mm x 79.5mm","5 Design","Gloss Art Paper 130gsm","4C (Front)","10pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","2500","65","LO","1655.40","2305.40"
"Standard Money Packet","MP 101","154mm x 79.5mm","5 Design","Gloss Art Paper 130gsm","4C (Front)","10pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","5000","130","LO","2889.50","4189.50"
"Standard Money Packet","MP 101","154mm x 79.5mm","6 Design","Gloss Art Paper 130gsm","4C (Front)","6pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","600","24","DO","1111.20","1351.20"
"Standard Money Packet","MP 103","79.5mm x 154mm","Dual Design","Gloss Art Paper 130gsm","4C (Front)","6pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","600","8","DO","522.56","602.56"
"Standard Money Packet","MP 103","79.5mm x 154mm","Dual Design","Gloss Art Paper 130gsm","4C (Front)","8pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","600","8","DO","522.56","602.56"
"Standard Money Packet","MP 103","79.5mm x 154mm","Dual Design","Gloss Art Paper 130gsm","4C (Front)","10pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","600","8","DO","522.56","602.56"
"Standard Money Packet","MP 103","79.5mm x 154mm","Dual Design","Gloss Art Paper 130gsm","4C (Front)","10pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","1250","16","DO","588.36","748.36"
"Standard Money Packet","MP 103","79.5mm x 154mm","Dual Design","Gloss Art Paper 130gsm","4C (Front)","10pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","2500","28","LO","894.80","1174.80"
"Standard Money Packet","MP 103","79.5mm x 154mm","5 Design","Gloss Art Paper 130gsm","4C (Front)","5pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","600","20","DO","1222.10","1422.10"
"Standard Money Packet","MP 103","79.5mm x 154mm","5 Design","Gloss Art Paper 130gsm","4C (Front)","5pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","1250","40","DO","1381.35","1781.35"
"Standard Money Packet","MP 103","79.5mm x 154mm","5 Design","Gloss Art Paper 130gsm","4C (Front)","5pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","2500","70","LO","2123.00","2823.00"
"Standard Money Packet","MP 103","79.5mm x 154mm","5 Design","Gloss Art Paper 130gsm","4C (Front)","10pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","600","20","DO","1222.10","1422.10"
"Standard Money Packet","MP 103","79.5mm x 154mm","5 Design","Gloss Art Paper 130gsm","4C (Front)","10pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","1250","40","DO","1381.35","1781.35"
"Standard Money Packet","MP 103","79.5mm x 154mm","5 Design","Gloss Art Paper 130gsm","4C (Front)","10pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","2500","70","LO","2123.00","2823.00"
"Standard Money Packet","MP 103","79.5mm x 154mm","6 Design","Gloss Art Paper 130gsm","4C (Front)","6pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","600","24","DO","1444.80","1684.80"
"Standard Money Packet","MP 104","85mm x 167mm","Dual Design","Gloss Art Paper 130gsm","4C (Front)","6pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","600","8","DO","441.28","521.28"
"Standard Money Packet","MP 104","85mm x 167mm","Dual Design","Gloss Art Paper 130gsm","4C (Front)","8pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","600","8","DO","441.28","521.28"
"Standard Money Packet","MP 104","85mm x 167mm","Dual Design","Gloss Art Paper 130gsm","4C (Front)","10pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","600","8","DO","441.28","521.28"
"Standard Money Packet","MP 104","85mm x 167mm","Dual Design","Gloss Art Paper 130gsm","4C (Front)","10pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","1250","18","DO","509.18","689.18"
"Standard Money Packet","MP 104","85mm x 167mm","Dual Design","Gloss Art Paper 130gsm","4C (Front)","10pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","2500","32","LO","763.32","1083.32"
"Standard Money Packet","MP 104","85mm x 167mm","5 Design","Gloss Art Paper 130gsm","4C (Front)","5pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","600","20","DO","1026.40","1226.40"
"Standard Money Packet","MP 104","85mm x 167mm","5 Design","Gloss Art Paper 130gsm","4C (Front)","5pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","1250","45","DO","1190.90","1640.90"
"Standard Money Packet","MP 104","85mm x 167mm","5 Design","Gloss Art Paper 130gsm","4C (Front)","5pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","2500","80","LO","1806.60","2606.60"
"Standard Money Packet","MP 104","85mm x 167mm","5 Design","Gloss Art Paper 130gsm","4C (Front)","10pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","600","20","DO","1026.40","1226.40"
"Standard Money Packet","MP 104","85mm x 167mm","5 Design","Gloss Art Paper 130gsm","4C (Front)","10pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","1250","45","DO","1190.90","1640.90"
"Standard Money Packet","MP 104","85mm x 167mm","5 Design","Gloss Art Paper 130gsm","4C (Front)","10pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","2500","80","LO","1806.60","2606.60"
"Standard Money Packet","MP 104","85mm x 167mm","6 Design","Gloss Art Paper 130gsm","4C (Front)","6pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","600","24","DO","1212.96","1452.96"
"Standard Money Packet","MP 101","154mm x 79.5mm","Dual Design","Linen 140gsm","4C (Front)","6pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","600","8","DO","572.04","652.04"
"Standard Money Packet","MP 101","154mm x 79.5mm","Dual Design","Linen 140gsm","4C (Front)","8pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","600","8","DO","572.04","652.04"
"Standard Money Packet","MP 101","154mm x 79.5mm","Dual Design","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","600","8","DO","572.04","652.04"
"Standard Money Packet","MP 101","154mm x 79.5mm","Dual Design","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","1250","16","DO","663.80","823.80"
"Standard Money Packet","MP 101","154mm x 79.5mm","Dual Design","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","2500","28","LO","998.84","1278.84"
"Standard Money Packet","MP 101","154mm x 79.5mm","5 Design","Linen 140gsm","4C (Front)","5pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","600","20","DO","1343.18","1543.18"
"Standard Money Packet","MP 101","154mm x 79.5mm","5 Design","Linen 140gsm","4C (Front)","5pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","1250","40","DO","1565.49","1965.49"
"Standard Money Packet","MP 101","154mm x 79.5mm","5 Design","Linen 140gsm","4C (Front)","5pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","2500","70","LO","2377.18","3077.18"
"Standard Money Packet","MP 101","154mm x 79.5mm","5 Design","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","600","20","DO","1343.18","1543.18"
"Standard Money Packet","MP 101","154mm x 79.5mm","5 Design","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","1250","40","DO","1565.49","1965.49"
"Standard Money Packet","MP 101","154mm x 79.5mm","5 Design","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","2500","70","LO","2377.18","3077.18"
"Standard Money Packet","MP 101","154mm x 79.5mm","6 Design","Linen 140gsm","4C (Front)","6pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","600","24","DO","1589.05","1829.05"
"Standard Money Packet","MP 103","79.5mm x 154mm","Dual Design","Linen 140gsm","4C (Front)","6pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","600","8","DO","700.08","780.08"
"Standard Money Packet","MP 103","79.5mm x 154mm","Dual Design","Linen 140gsm","4C (Front)","8pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","600","8","DO","700.08","780.08"
"Standard Money Packet","MP 103","79.5mm x 154mm","Dual Design","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","600","8","DO","700.08","780.08"
"Standard Money Packet","MP 103","79.5mm x 154mm","Dual Design","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","1250","16","DO","791.84","951.84"
"Standard Money Packet","MP 103","79.5mm x 154mm","Dual Design","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","2500","30","LO","1205.83","1505.83"
"Standard Money Packet","MP 103","79.5mm x 154mm","5 Design","Linen 140gsm","4C (Front)","5pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","600","20","DO","1653.38","1853.38"
"Standard Money Packet","MP 103","79.5mm x 154mm","5 Design","Linen 140gsm","4C (Front)","5pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","1250","40","DO","1875.69","2275.69"
"Standard Money Packet","MP 103","79.5mm x 154mm","5 Design","Linen 140gsm","4C (Front)","5pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","2500","75","LO","2878.67","3628.67"
"Standard Money Packet","MP 103","79.5mm x 154mm","5 Design","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","600","20","DO","1653.38","1853.38"
"Standard Money Packet","MP 103","79.5mm x 154mm","5 Design","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","1250","40","DO","1875.69","2275.69"
"Standard Money Packet","MP 103","79.5mm x 154mm","5 Design","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","2500","75","LO","2878.67","3628.67"
"Standard Money Packet","MP 103","79.5mm x 154mm","6 Design","Linen 140gsm","4C (Front)","6pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","600","24","DO","1957.33","2197.33"
"Standard Money Packet","MP 104","85mm x 167mm","Dual Design","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","2500","36","LO","1048.50","1408.50"
"Standard Money Packet","MP 104","85mm x 167mm","5 Design","Linen 140gsm","4C (Front)","5pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","2500","90","LO","2497.50","3397.50"
"Standard Money Packet","MP 104","85mm x 167mm","5 Design","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","Yes","Die-Cutting, Gluing + Folding","2500","90","LO","2497.50","3397.50"
"Standard Money Packet","MP 101","154mm x 79.5mm","5 Design","Art Paper 157gsm","4C (Front)","5pcs / Pack","Matte Lamination","Yes","Die-Cutting, Gluing + Folding","2500","85","LO","2732.50","3582.50"
"Standard Money Packet","MP 103","79.5mm x 154mm","Dual Design","Art Paper 157gsm","4C (Front)","6pcs / Pack","Matte Lamination","Yes","Die-Cutting, Gluing + Folding","600","10","DO","542.16","642.16"
"Standard Money Packet","MP 103","79.5mm x 154mm","5 Design","Art Paper 157gsm","4C (Front)","5pcs / Pack","Matte Lamination","Yes","Die-Cutting, Gluing + Folding","600","25","DO","1270.80","1520.80"
"Standard Money Packet","MP 103","79.5mm x 154mm","5 Design","Art Paper 157gsm","4C (Front)","5pcs / Pack","Matte Lamination","Yes","Die-Cutting, Gluing + Folding","1250","50","DO","1726.70","2226.70"
"Standard Money Packet","MP 103","79.5mm x 154mm","5 Design","Art Paper 157gsm","4C (Front)","5pcs / Pack","Matte Lamination","Yes","Die-Cutting, Gluing + Folding","2500","90","LO","2967.50","3867.50"
"Standard Money Packet","MP 103","79.5mm x 154mm","6 Design","Art Paper 157gsm","4C (Front)","6pcs / Pack","Matte Lamination","Yes","Die-Cutting, Gluing + Folding","600","30","DO","1503.12","1803.12"
"Standard Money Packet","MP 104","85mm x 167mm","5 Design","Art Paper 157gsm","4C (Front)","5pcs / Pack","Matte Lamination","Yes","Die-Cutting, Gluing + Folding","2500","100","LO","2867.63","3867.63"
"Standard Money Packet","MP 101","154mm x 79.5mm","5 Design","Art Paper 157gsm","4C (Front)","5pcs / Pack","Soft Touch Lamination","Yes","Die-Cutting, Gluing + Folding","2500","85","LO","3085.00","3935.00"
"Standard Money Packet","MP 103","79.5mm x 154mm","Dual Design","Art Paper 157gsm","4C (Front)","6pcs / Pack","Soft Touch Lamination","Yes","Die-Cutting, Gluing + Folding","600","10","DO","726.46","826.46"
"Standard Money Packet","MP 103","79.5mm x 154mm","5 Design","Art Paper 157gsm","4C (Front)","5pcs / Pack","Soft Touch Lamination","Yes","Die-Cutting, Gluing + Folding","600","25","DO","1717.30","1967.30"
"Standard Money Packet","MP 103","79.5mm x 154mm","5 Design","Art Paper 157gsm","4C (Front)","5pcs / Pack","Soft Touch Lamination","Yes","Die-Cutting, Gluing + Folding","1250","50","DO","2257.80","2757.80"
"Standard Money Packet","MP 103","79.5mm x 154mm","5 Design","Art Paper 157gsm","4C (Front)","5pcs / Pack","Soft Touch Lamination","Yes","Die-Cutting, Gluing + Folding","2500","90","LO","3287.10","4187.10"
"Standard Money Packet","MP 103","79.5mm x 154mm","6 Design","Art Paper 157gsm","4C (Front)","6pcs / Pack","Soft Touch Lamination","Yes","Die-Cutting, Gluing + Folding","600","30","DO","2033.22","2333.22"
"Standard Money Packet","MP 104","85mm x 167mm","5 Design","Art Paper 157gsm","4C (Front)","5pcs / Pack","Soft Touch Lamination","Yes","Die-Cutting, Gluing + Folding","2500","100","LO","3320.00","4320.00"
