"Category","Model","Size","Package","Paper","Print Colour","Packing Method","Finishing","Mix Design","Compulsory","Quantity (Pcs)","Weight","Print Method","WM Price","EM Price"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Gloss Art Paper 130gsm","4C (Front)","8pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","50000","315","LO","3467.00","6617.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Gloss Art Paper 130gsm","4C (Front)","8pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","60000","378","LO","3916.00","7696.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Gloss Art Paper 130gsm","4C (Front)","8pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","70000","441","LO","4534.00","8944.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Gloss Art Paper 130gsm","4C (Front)","8pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","80000","504","LO","5151.00","10191.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Gloss Art Paper 130gsm","4C (Front)","8pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","90000","567","LO","5712.00","11382.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Gloss Art Paper 130gsm","4C (Front)","8pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","100000","630","LO","6274.00","12574.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Gloss Art Paper 130gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","600","4","DO","212.00","252.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Gloss Art Paper 130gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","1250","9","DO","247.00","337.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Gloss Art Paper 130gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","2500","16","LO","378.00","538.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Gloss Art Paper 130gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","5000","32","LO","665.00","985.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Gloss Art Paper 130gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","10000","63","LO","965.00","1595.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Gloss Art Paper 130gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","15000","95","LO","1222.00","2172.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Gloss Art Paper 130gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","20000","126","LO","1525.00","2785.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Gloss Art Paper 130gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","25000","158","LO","1783.00","3363.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Gloss Art Paper 130gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","30000","189","LO","2100.00","3990.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Gloss Art Paper 130gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","40000","252","LO","2793.00","5313.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Gloss Art Paper 130gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","50000","315","LO","3467.00","6617.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Gloss Art Paper 130gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","60000","378","LO","3916.00","7696.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Gloss Art Paper 130gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","70000","441","LO","4534.00","8944.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Gloss Art Paper 130gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","80000","504","LO","5151.00","10191.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Gloss Art Paper 130gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","90000","567","LO","5712.00","11382.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Gloss Art Paper 130gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","100000","630","LO","6274.00","12574.00"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Linen 140gsm","4C (Front)","5pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","600","4","DO","279.40","319.40"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Linen 140gsm","4C (Front)","5pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","1250","8","DO","326.70","406.70"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Linen 140gsm","4C (Front)","5pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","2500","14","LO","499.40","639.40"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Linen 140gsm","4C (Front)","5pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","5000","28","LO","877.80","1157.80"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Linen 140gsm","4C (Front)","5pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","10000","55","LO","1273.80","1823.80"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Linen 140gsm","4C (Front)","5pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","15000","82","LO","1612.60","2432.60"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Linen 140gsm","4C (Front)","5pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","20000","110","LO","2013.00","3113.00"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Linen 140gsm","4C (Front)","5pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","25000","137","LO","2354.00","3724.00"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Linen 140gsm","4C (Front)","5pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","30000","164","LO","2772.00","4412.00"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Linen 140gsm","4C (Front)","5pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","40000","219","LO","3687.20","5877.20"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Linen 140gsm","4C (Front)","5pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","50000","273","LO","4576.00","7306.00"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Linen 140gsm","4C (Front)","5pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","60000","328","LO","5168.90","8448.90"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Linen 140gsm","4C (Front)","5pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","70000","383","LO","5984.00","9814.00"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Linen 140gsm","4C (Front)","5pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","80000","437","LO","6799.10","11169.10"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Linen 140gsm","4C (Front)","5pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","90000","492","LO","7540.50","12460.50"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Linen 140gsm","4C (Front)","5pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","100000","546","LO","8280.80","13740.80"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Linen 140gsm","4C (Front)","6pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","600","4","DO","279.40","319.40"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Linen 140gsm","4C (Front)","6pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","15000","82","LO","1612.60","2432.60"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Linen 140gsm","4C (Front)","6pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","30000","164","LO","2772.00","4412.00"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Linen 140gsm","4C (Front)","6pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","60000","328","LO","5168.90","8448.90"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Linen 140gsm","4C (Front)","6pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","90000","492","LO","7540.50","12460.50"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Linen 140gsm","4C (Front)","8pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","600","4","DO","279.40","319.40"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Linen 140gsm","4C (Front)","8pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","5000","28","LO","877.80","1157.80"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Linen 140gsm","4C (Front)","8pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","10000","55","LO","1273.80","1823.80"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Linen 140gsm","4C (Front)","8pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","15000","82","LO","1612.60","2432.60"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Linen 140gsm","4C (Front)","8pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","20000","110","LO","2013.00","3113.00"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Linen 140gsm","4C (Front)","8pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","25000","137","LO","2354.00","3724.00"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Linen 140gsm","4C (Front)","8pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","30000","164","LO","2772.00","4412.00"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Linen 140gsm","4C (Front)","8pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","40000","219","LO","3687.20","5877.20"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Linen 140gsm","4C (Front)","8pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","50000","273","LO","4576.00","7306.00"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Linen 140gsm","4C (Front)","8pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","60000","328","LO","5168.90","8448.90"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Linen 140gsm","4C (Front)","8pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","70000","383","LO","5984.00","9814.00"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Linen 140gsm","4C (Front)","8pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","80000","437","LO","6799.10","11169.10"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Linen 140gsm","4C (Front)","8pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","90000","492","LO","7540.50","12460.50"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Linen 140gsm","4C (Front)","8pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","100000","546","LO","8280.80","13740.80"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","600","4","DO","279.40","319.40"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","1250","8","DO","326.70","406.70"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","2500","14","LO","499.40","639.40"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","5000","28","LO","877.80","1157.80"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","10000","55","LO","1273.80","1823.80"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","15000","82","LO","1612.60","2432.60"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","20000","110","LO","2013.00","3113.00"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","25000","137","LO","2354.00","3724.00"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","30000","164","LO","2772.00","4412.00"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","40000","219","LO","3687.20","5877.20"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","50000","273","LO","4576.00","7306.00"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","60000","328","LO","5168.90","8448.90"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","70000","383","LO","5984.00","9814.00"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","80000","437","LO","6799.10","11169.10"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","90000","492","LO","7540.50","12460.50"
"Standard Money Packet","MP 101","154mm x 79.5mm","Normal","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","100000","546","LO","8280.80","13740.80"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Linen 140gsm","4C (Front)","5pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","600","4","DO","345.40","385.40"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Linen 140gsm","4C (Front)","5pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","1250","8","DO","392.70","472.70"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Linen 140gsm","4C (Front)","5pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","2500","15","LO","606.10","756.10"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Linen 140gsm","4C (Front)","5pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","5000","30","LO","1067.00","1367.00"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Linen 140gsm","4C (Front)","5pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","10000","60","LO","1492.70","2092.70"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Linen 140gsm","4C (Front)","5pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","15000","90","LO","1912.90","2812.90"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Linen 140gsm","4C (Front)","5pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","20000","120","LO","2450.80","3650.80"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Linen 140gsm","4C (Front)","5pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","25000","150","LO","2803.90","4303.90"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Linen 140gsm","4C (Front)","5pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","30000","180","LO","3149.30","4949.30"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Linen 140gsm","4C (Front)","5pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","40000","240","LO","4083.20","6483.20"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Linen 140gsm","4C (Front)","5pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","50000","300","LO","5016.00","8016.00"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Linen 140gsm","4C (Front)","5pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","60000","360","LO","5948.80","9548.80"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Linen 140gsm","4C (Front)","5pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","70000","419","LO","6881.60","11071.60"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Linen 140gsm","4C (Front)","5pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","80000","479","LO","7822.10","12612.10"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Linen 140gsm","4C (Front)","5pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","90000","539","LO","8650.40","14040.40"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Linen 140gsm","4C (Front)","5pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","100000","599","LO","9450.10","15440.10"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Linen 140gsm","4C (Front)","6pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","600","4","DO","345.40","385.40"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Linen 140gsm","4C (Front)","6pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","15000","90","LO","1912.90","2812.90"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Linen 140gsm","4C (Front)","6pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","30000","180","LO","3149.30","4949.30"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Linen 140gsm","4C (Front)","6pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","60000","360","LO","5948.80","9548.80"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Linen 140gsm","4C (Front)","6pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","90000","539","LO","8650.40","14040.40"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Linen 140gsm","4C (Front)","8pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","600","4","DO","345.40","385.40"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Linen 140gsm","4C (Front)","8pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","5000","30","LO","1067.00","1367.00"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Linen 140gsm","4C (Front)","8pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","10000","60","LO","1492.70","2092.70"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Linen 140gsm","4C (Front)","8pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","15000","90","LO","1912.90","2812.90"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Linen 140gsm","4C (Front)","8pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","20000","120","LO","2450.80","3650.80"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Linen 140gsm","4C (Front)","8pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","25000","150","LO","2803.90","4303.90"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Linen 140gsm","4C (Front)","8pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","30000","180","LO","3149.30","4949.30"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Linen 140gsm","4C (Front)","8pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","40000","240","LO","4083.20","6483.20"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Linen 140gsm","4C (Front)","8pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","50000","300","LO","5016.00","8016.00"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Linen 140gsm","4C (Front)","8pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","60000","360","LO","5948.80","9548.80"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Linen 140gsm","4C (Front)","8pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","70000","419","LO","6881.60","11071.60"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Linen 140gsm","4C (Front)","8pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","80000","479","LO","7822.10","12612.10"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Linen 140gsm","4C (Front)","8pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","90000","539","LO","8650.40","14040.40"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Linen 140gsm","4C (Front)","8pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","100000","599","LO","9450.10","15440.10"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","600","4","DO","345.40","385.40"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","1250","8","DO","392.70","472.70"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","2500","15","LO","606.10","756.10"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","5000","30","LO","1067.00","1367.00"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","10000","60","LO","1492.70","2092.70"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","15000","90","LO","1912.90","2812.90"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","20000","120","LO","2450.80","3650.80"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","25000","150","LO","2803.90","4303.90"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","30000","180","LO","3149.30","4949.30"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","40000","240","LO","4083.20","6483.20"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","50000","300","LO","5016.00","8016.00"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","60000","360","LO","5948.80","9548.80"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","70000","419","LO","6881.60","11071.60"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","80000","479","LO","7822.10","12612.10"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","90000","539","LO","8650.40","14040.40"
"Standard Money Packet","MP 103","79.5mm x 154mm","Normal","Linen 140gsm","4C (Front)","10pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","100000","599","LO","9450.10","15440.10"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Linen 140gsm","4C (Front)","5pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","2500","18","LO","525.00","705.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Linen 140gsm","4C (Front)","5pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","5000","35","LO","922.00","1272.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Linen 140gsm","4C (Front)","5pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","10000","70","LO","1338.00","2038.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Linen 140gsm","4C (Front)","5pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","15000","104","LO","1694.00","2734.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Linen 140gsm","4C (Front)","5pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","20000","139","LO","2114.00","3504.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Linen 140gsm","4C (Front)","5pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","25000","174","LO","2472.00","4212.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Linen 140gsm","4C (Front)","5pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","30000","208","LO","2911.00","4991.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Linen 140gsm","4C (Front)","5pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","40000","278","LO","3872.00","6652.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Linen 140gsm","4C (Front)","5pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","50000","347","LO","4805.00","8275.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Linen 140gsm","4C (Front)","5pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","60000","416","LO","5428.00","9588.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Linen 140gsm","4C (Front)","5pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","70000","486","LO","6284.00","11144.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Linen 140gsm","4C (Front)","5pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","80000","555","LO","7140.00","12690.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Linen 140gsm","4C (Front)","5pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","90000","624","LO","7918.00","14158.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Linen 140gsm","4C (Front)","5pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","100000","693","LO","8695.00","15625.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Linen 140gsm","4C (Front)","6pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","15000","104","LO","1694.00","2734.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Linen 140gsm","4C (Front)","6pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","30000","208","LO","2911.00","4991.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Linen 140gsm","4C (Front)","6pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","60000","416","LO","5428.00","9588.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Linen 140gsm","4C (Front)","6pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","90000","624","LO","7918.00","14158.00"
"Standard Money Packet","MP 104","85mm x 167mm","Normal","Linen 140gsm","4C (Front)","8pcs / Pack","N/A","No","Die-Cutting, Gluing + Folding","5000","35","LO","922.00","1272.00"
