"Product","Orientation","Size","Paper","Print Colour","Quantity","Compulsory","Hole Punch","VDP","WMPrice","EMPrice"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","4500","Round Cornering","Not Required","Not Required","3297.00","3567.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","4500","Round Cornering","Not Required","Variable Data Printing (Front)","3777.00","4047.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","4500","Round Cornering","Not Required","Variable Data Printing (Back)","3777.00","4047.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","4500","Round Cornering","Not Required","Variable Data Printing (Both)","4227.00","4497.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","4500","Round Cornering","Hole Punching (6mm)","Not Required","3747.00","4017.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","4500","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Front)","4227.00","4497.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","4500","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Back)","4227.00","4497.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","4500","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Both)","4677.00","4947.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","5000","Round Cornering","Not Required","Not Required","3659.00","3959.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","5000","Round Cornering","Not Required","Variable Data Printing (Front)","4189.00","4489.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","5000","Round Cornering","Not Required","Variable Data Printing (Back)","4189.00","4489.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","5000","Round Cornering","Not Required","Variable Data Printing (Both)","4689.00","4989.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","5000","Round Cornering","Hole Punching (6mm)","Not Required","4159.00","4459.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","5000","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Front)","4689.00","4989.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","5000","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Back)","4689.00","4989.00"
"PVC Card","Landscape","54mm x 86mm","0.80mm Gloss PVC Card","4C (Both)","5000","Round Cornering","Hole Punching (6mm)","Variable Data Printing (Both)","5189.00","5489.00"
