"Model Category","Model","Size","Paper","Print Colour","Quantity","Lamination","Colour Protective Layer","WM Price","EM Price"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","450","Gloss Lamination (Front)","N/A","1194.90","1644.90"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","450","Gloss Lamination (Both)","N/A","1321.95","1791.95"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","450","Matte Lamination (Front)","N/A","1226.40","1676.40"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","450","Matte Lamination (Front) + Spot UV (Front)","N/A","1550.85","2000.85"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","450","Matte Lamination (Both)","N/A","1384.95","1854.95"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","450","Matte Lamination (Both) + Spot UV (Front)","N/A","1709.40","2179.40"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","450","Gloss Waterbase Varnish (Front)","N/A","1158.15","1598.15"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","450","Gloss Waterbase Varnish (Both)","N/A","1194.90","1634.90"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","500","Gloss Lamination (Front)","N/A","1248.45","1748.45"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","500","Gloss Lamination (Both)","N/A","1386.00","1906.00"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","500","Matte Lamination (Front)","N/A","1282.05","1782.05"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","500","Matte Lamination (Front) + Spot UV (Front)","N/A","1620.15","2120.15"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","500","Matte Lamination (Both)","N/A","1454.25","1974.25"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","500","Matte Lamination (Both) + Spot UV (Front)","N/A","1792.35","2312.35"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","500","Gloss Waterbase Varnish (Front)","N/A","1201.20","1681.20"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","500","Gloss Waterbase Varnish (Both)","N/A","1237.95","1717.95"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","550","Gloss Lamination (Front)","N/A","1299.90","1849.90"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","550","Gloss Lamination (Both)","N/A","1447.95","2017.95"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","550","Matte Lamination (Front)","N/A","1336.65","1886.65"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","550","Matte Lamination (Front) + Spot UV (Front)","N/A","1688.40","2238.40"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","550","Matte Lamination (Both)","N/A","1522.50","2092.50"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","550","Matte Lamination (Both) + Spot UV (Front)","N/A","1874.25","2444.25"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","550","Gloss Waterbase Varnish (Front)","N/A","1243.20","1773.20"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","550","Gloss Waterbase Varnish (Both)","N/A","1279.95","1809.95"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","600","Gloss Lamination (Front)","N/A","1353.45","1953.45"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","600","Gloss Lamination (Both)","N/A","1512.00","2142.00"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","600","Matte Lamination (Front)","N/A","1393.35","1993.35"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","600","Matte Lamination (Front) + Spot UV (Front)","N/A","1758.75","2358.75"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","600","Matte Lamination (Both)","N/A","1590.75","2220.75"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","600","Matte Lamination (Both) + Spot UV (Front)","N/A","1956.15","2586.15"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","600","Gloss Waterbase Varnish (Front)","N/A","1286.25","1866.25"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","600","Gloss Waterbase Varnish (Both)","N/A","1323.00","1903.00"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","650","Gloss Lamination (Front)","N/A","1404.90","2054.90"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","650","Gloss Lamination (Both)","N/A","1575.00","2255.00"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","650","Matte Lamination (Front)","N/A","1446.90","2096.90"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","650","Matte Lamination (Front) + Spot UV (Front)","N/A","1825.95","2475.95"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","650","Matte Lamination (Both)","N/A","1659.00","2339.00"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","650","Matte Lamination (Both) + Spot UV (Front)","N/A","2038.05","2718.05"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","650","Gloss Waterbase Varnish (Front)","N/A","1326.15","1956.15"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","650","Gloss Waterbase Varnish (Both)","N/A","1365.00","1995.00"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","700","Gloss Lamination (Front)","N/A","1458.45","2158.45"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","700","Gloss Lamination (Both)","N/A","1639.05","2369.05"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","700","Matte Lamination (Front)","N/A","1502.55","2202.55"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","700","Matte Lamination (Front) + Spot UV (Front)","N/A","1895.25","2595.25"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","700","Matte Lamination (Both)","N/A","1728.30","2458.30"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","700","Matte Lamination (Both) + Spot UV (Front)","N/A","2121.00","2851.00"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","700","Gloss Waterbase Varnish (Front)","N/A","1369.20","2049.20"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","700","Gloss Waterbase Varnish (Both)","N/A","1407.00","2087.00"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","750","Gloss Lamination (Front)","N/A","1510.95","2260.95"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","750","Gloss Lamination (Both)","N/A","1702.05","2482.05"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","750","Matte Lamination (Front)","N/A","1558.20","2308.20"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","750","Matte Lamination (Front) + Spot UV (Front)","N/A","1965.60","2715.60"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","750","Matte Lamination (Both)","N/A","1796.55","2576.55"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","750","Matte Lamination (Both) + Spot UV (Front)","N/A","2203.95","2983.95"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","750","Gloss Waterbase Varnish (Front)","N/A","1411.20","2131.20"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","750","Gloss Waterbase Varnish (Both)","N/A","1449.00","2169.00"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","800","Gloss Lamination (Front)","N/A","1563.45","2363.45"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","800","Gloss Lamination (Both)","N/A","1765.05","2595.05"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","800","Matte Lamination (Front)","N/A","1613.85","2413.85"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","800","Matte Lamination (Front) + Spot UV (Front)","N/A","2034.90","2834.90"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","800","Matte Lamination (Both)","N/A","1865.85","2695.85"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","800","Matte Lamination (Both) + Spot UV (Front)","N/A","2286.90","3116.90"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","800","Gloss Waterbase Varnish (Front)","N/A","1454.25","2224.25"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","800","Gloss Waterbase Varnish (Both)","N/A","1492.05","2262.05"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","850","Gloss Lamination (Front)","N/A","1614.90","2464.90"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","850","Gloss Lamination (Both)","N/A","1829.10","2709.10"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","850","Matte Lamination (Front)","N/A","1667.40","2517.40"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","850","Matte Lamination (Front) + Spot UV (Front)","N/A","2102.10","2952.10"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","850","Matte Lamination (Both)","N/A","1932.00","2812.00"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","850","Matte Lamination (Both) + Spot UV (Front)","N/A","2366.70","3246.70"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","850","Gloss Waterbase Varnish (Front)","N/A","1494.15","2314.15"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","850","Gloss Waterbase Varnish (Both)","N/A","1534.05","2354.05"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","900","Gloss Lamination (Front)","N/A","1669.50","2569.50"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","900","Gloss Lamination (Both)","N/A","1892.10","2832.10"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","900","Matte Lamination (Front)","N/A","1725.15","2625.15"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","900","Matte Lamination (Front) + Spot UV (Front)","N/A","2173.50","3073.50"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","900","Matte Lamination (Both)","N/A","2001.30","2941.30"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","900","Matte Lamination (Both) + Spot UV (Front)","N/A","2449.65","3389.65"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","900","Gloss Waterbase Varnish (Front)","N/A","1538.25","2408.25"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","900","Gloss Waterbase Varnish (Both)","N/A","1577.10","2447.10"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","950","Gloss Lamination (Front)","N/A","1720.95","2670.95"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","950","Gloss Lamination (Both)","N/A","1954.05","2944.05"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","950","Matte Lamination (Front)","N/A","1778.70","2728.70"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","950","Matte Lamination (Front) + Spot UV (Front)","N/A","2240.70","3190.70"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","950","Matte Lamination (Both)","N/A","2068.50","3058.50"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","950","Matte Lamination (Both) + Spot UV (Front)","N/A","2530.50","3520.50"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","950","Gloss Waterbase Varnish (Front)","N/A","1579.20","2499.20"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","950","Gloss Waterbase Varnish (Both)","N/A","1617.00","2537.00"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","1000","Gloss Lamination (Front)","N/A","1774.50","2774.50"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","1000","Gloss Lamination (Both)","N/A","2018.10","3058.10"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","1000","Matte Lamination (Front)","N/A","1835.40","2835.40"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","1000","Matte Lamination (Front) + Spot UV (Front)","N/A","2311.05","3311.05"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","1000","Matte Lamination (Both)","N/A","2138.85","3178.85"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","1000","Matte Lamination (Both) + Spot UV (Front)","N/A","2614.50","3654.50"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","1000","Gloss Waterbase Varnish (Front)","N/A","1623.30","2583.30"
"Document Folder","FDF 002","432mm x 624mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","1000","Gloss Waterbase Varnish (Both)","N/A","1662.15","2622.15"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","250","Gloss Lamination (Front)","N/A","555.45","585.45"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","250","Gloss Lamination (Both)","N/A","555.45","595.45"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","250","Matte Lamination (Front)","N/A","555.45","585.45"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","250","Matte Lamination (Front) + Spot UV (Front)","N/A","739.20","769.20"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","250","Matte Lamination (Both)","N/A","556.50","596.50"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","250","Matte Lamination (Both) + Spot UV (Front)","N/A","740.25","780.25"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","250","Gloss Waterbase Varnish (Front)","N/A","561.75","591.75"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","250","Gloss Waterbase Varnish (Both)","N/A","561.75","591.75"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","300","Gloss Lamination (Front)","N/A","564.90","604.90"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","300","Gloss Lamination (Both)","N/A","564.90","604.90"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","300","Matte Lamination (Front)","N/A","564.90","604.90"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","300","Matte Lamination (Front) + Spot UV (Front)","N/A","750.75","790.75"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","300","Matte Lamination (Both)","N/A","571.20","611.20"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","300","Matte Lamination (Both) + Spot UV (Front)","N/A","757.05","797.05"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","300","Gloss Waterbase Varnish (Front)","N/A","571.20","611.20"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","300","Gloss Waterbase Varnish (Both)","N/A","571.20","611.20"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","350","Gloss Lamination (Front)","N/A","576.45","616.45"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","350","Gloss Lamination (Both)","N/A","576.45","626.45"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","350","Matte Lamination (Front)","N/A","576.45","616.45"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","350","Matte Lamination (Front) + Spot UV (Front)","N/A","765.45","805.45"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","350","Matte Lamination (Both)","N/A","588.00","638.00"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","350","Matte Lamination (Both) + Spot UV (Front)","N/A","777.00","827.00"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","350","Gloss Waterbase Varnish (Front)","N/A","582.75","622.75"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","350","Gloss Waterbase Varnish (Both)","N/A","582.75","622.75"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","400","Gloss Lamination (Front)","N/A","586.95","636.95"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","400","Gloss Lamination (Both)","N/A","589.05","639.05"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","400","Matte Lamination (Front)","N/A","586.95","636.95"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","400","Matte Lamination (Front) + Spot UV (Front)","N/A","778.05","828.05"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","400","Matte Lamination (Both)","N/A","601.65","651.65"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","400","Matte Lamination (Both) + Spot UV (Front)","N/A","792.75","842.75"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","400","Gloss Waterbase Varnish (Front)","N/A","592.20","642.20"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","400","Gloss Waterbase Varnish (Both)","N/A","592.20","642.20"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","450","Gloss Lamination (Front)","N/A","597.45","657.45"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","450","Gloss Lamination (Both)","N/A","604.80","664.80"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","450","Matte Lamination (Front)","N/A","597.45","657.45"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","450","Matte Lamination (Front) + Spot UV (Front)","N/A","790.65","850.65"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","450","Matte Lamination (Both)","N/A","617.40","677.40"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","450","Matte Lamination (Both) + Spot UV (Front)","N/A","810.60","870.60"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","450","Gloss Waterbase Varnish (Front)","N/A","602.70","652.70"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","450","Gloss Waterbase Varnish (Both)","N/A","604.80","654.80"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","500","Gloss Lamination (Front)","N/A","607.95","667.95"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","500","Gloss Lamination (Both)","N/A","617.40","687.40"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","500","Matte Lamination (Front)","N/A","607.95","667.95"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","500","Matte Lamination (Front) + Spot UV (Front)","N/A","803.25","863.25"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","500","Matte Lamination (Both)","N/A","632.10","702.10"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","500","Matte Lamination (Both) + Spot UV (Front)","N/A","827.40","897.40"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","500","Gloss Waterbase Varnish (Front)","N/A","614.25","674.25"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","500","Gloss Waterbase Varnish (Both)","N/A","614.25","674.25"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","550","Gloss Lamination (Front)","N/A","618.45","688.45"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","550","Gloss Lamination (Both)","N/A","632.10","702.10"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","550","Matte Lamination (Front)","N/A","618.45","688.45"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","550","Matte Lamination (Front) + Spot UV (Front)","N/A","815.85","885.85"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","550","Matte Lamination (Both)","N/A","646.80","716.80"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","550","Matte Lamination (Both) + Spot UV (Front)","N/A","844.20","914.20"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","550","Gloss Waterbase Varnish (Front)","N/A","624.75","684.75"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","550","Gloss Waterbase Varnish (Both)","N/A","624.75","684.75"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","600","Gloss Lamination (Front)","N/A","631.05","701.05"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","600","Gloss Lamination (Both)","N/A","646.80","726.80"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","600","Matte Lamination (Front)","N/A","631.05","701.05"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","600","Matte Lamination (Front) + Spot UV (Front)","N/A","831.60","901.60"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","600","Matte Lamination (Both)","N/A","663.60","743.60"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","600","Matte Lamination (Both) + Spot UV (Front)","N/A","864.15","944.15"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","600","Gloss Waterbase Varnish (Front)","N/A","636.30","706.30"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","600","Gloss Waterbase Varnish (Both)","N/A","636.30","706.30"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","650","Gloss Lamination (Front)","N/A","640.50","720.50"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","650","Gloss Lamination (Both)","N/A","660.45","740.45"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","650","Matte Lamination (Front)","N/A","640.50","720.50"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","650","Matte Lamination (Front) + Spot UV (Front)","N/A","843.15","923.15"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","650","Matte Lamination (Both)","N/A","677.25","757.25"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","650","Matte Lamination (Both) + Spot UV (Front)","N/A","879.90","959.90"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","650","Gloss Waterbase Varnish (Front)","N/A","645.75","715.75"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","650","Gloss Waterbase Varnish (Both)","N/A","645.75","715.75"
"Key Folder","FKF 001","229mm x 194mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","700","Gloss Lamination (Front)","N/A","653.10","733.10"
