"Model Category","Model","Size","Paper","Print Colour","Quantity","Lamination","Colour Protective Layer","WM Price","EM Price"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","900","Gloss Waterbase Varnish (Front)","N/A","806.40","976.40"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","950","Gloss Lamination (Front)","N/A","829.50","1019.50"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","950","Matte Lamination (Front)","N/A","845.25","1035.25"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","950","Matte Lamination (Front) + Spot UV (Front)","N/A","1083.60","1273.60"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","950","Gloss Waterbase Varnish (Front)","N/A","821.10","1001.10"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","1000","Gloss Lamination (Front)","N/A","845.25","1045.25"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","1000","Matte Lamination (Front)","N/A","861.00","1061.00"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","1000","Matte Lamination (Front) + Spot UV (Front)","N/A","1102.50","1302.50"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","1000","Gloss Waterbase Varnish (Front)","N/A","834.75","1024.75"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","250","Gloss Lamination (Front)","N/A","596.40","636.40"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","250","Gloss Lamination (Both)","N/A","604.80","654.80"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","250","Matte Lamination (Front)","N/A","596.40","636.40"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","250","Matte Lamination (Front) + Spot UV (Front)","N/A","789.60","829.60"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","250","Matte Lamination (Both)","N/A","617.40","667.40"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","250","Matte Lamination (Both) + Spot UV (Front)","N/A","810.60","860.60"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","250","Gloss Waterbase Varnish (Front)","N/A","601.65","641.65"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","250","Gloss Waterbase Varnish (Both)","N/A","602.70","642.70"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","300","Gloss Lamination (Front)","N/A","607.95","657.95"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","300","Gloss Lamination (Both)","N/A","619.50","669.50"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","300","Matte Lamination (Front)","N/A","607.95","657.95"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","300","Matte Lamination (Front) + Spot UV (Front)","N/A","804.30","854.30"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","300","Matte Lamination (Both)","N/A","634.20","684.20"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","300","Matte Lamination (Both) + Spot UV (Front)","N/A","830.55","880.55"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","300","Gloss Waterbase Varnish (Front)","N/A","614.25","664.25"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","300","Gloss Waterbase Varnish (Both)","N/A","614.25","664.25"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","350","Gloss Lamination (Front)","N/A","619.50","679.50"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","350","Gloss Lamination (Both)","N/A","636.30","696.30"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","350","Matte Lamination (Front)","N/A","619.50","679.50"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","350","Matte Lamination (Front) + Spot UV (Front)","N/A","819.00","879.00"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","350","Matte Lamination (Both)","N/A","652.05","712.05"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","350","Matte Lamination (Both) + Spot UV (Front)","N/A","851.55","911.55"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","350","Gloss Waterbase Varnish (Front)","N/A","625.80","685.80"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","350","Gloss Waterbase Varnish (Both)","N/A","625.80","685.80"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","400","Gloss Lamination (Front)","N/A","632.10","702.10"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","400","Gloss Lamination (Both)","N/A","653.10","723.10"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","400","Matte Lamination (Front)","N/A","632.10","702.10"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","400","Matte Lamination (Front) + Spot UV (Front)","N/A","835.80","905.80"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","400","Matte Lamination (Both)","N/A","669.90","739.90"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","400","Matte Lamination (Both) + Spot UV (Front)","N/A","873.60","943.60"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","400","Gloss Waterbase Varnish (Front)","N/A","637.35","697.35"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","400","Gloss Waterbase Varnish (Both)","N/A","637.35","697.35"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","450","Gloss Lamination (Front)","N/A","643.65","713.65"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","450","Gloss Lamination (Both)","N/A","669.90","749.90"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","450","Matte Lamination (Front)","N/A","643.65","713.65"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","450","Matte Lamination (Front) + Spot UV (Front)","N/A","850.50","920.50"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","450","Matte Lamination (Both)","N/A","687.75","767.75"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","450","Matte Lamination (Both) + Spot UV (Front)","N/A","894.60","974.60"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","450","Gloss Waterbase Varnish (Front)","N/A","649.95","719.95"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","450","Gloss Waterbase Varnish (Both)","N/A","649.95","719.95"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","500","Gloss Lamination (Front)","N/A","654.15","734.15"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","500","Gloss Lamination (Both)","N/A","686.70","776.70"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","500","Matte Lamination (Front)","N/A","655.20","735.20"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","500","Matte Lamination (Front) + Spot UV (Front)","N/A","865.20","945.20"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","500","Matte Lamination (Both)","N/A","705.60","795.60"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","500","Matte Lamination (Both) + Spot UV (Front)","N/A","915.60","1005.60"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","500","Gloss Waterbase Varnish (Front)","N/A","660.45","740.45"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","500","Gloss Waterbase Varnish (Both)","N/A","661.50","741.50"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","550","Gloss Lamination (Front)","N/A","667.80","757.80"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","550","Gloss Lamination (Both)","N/A","703.50","793.50"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","550","Matte Lamination (Front)","N/A","672.00","762.00"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","550","Matte Lamination (Front) + Spot UV (Front)","N/A","885.15","975.15"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","550","Matte Lamination (Both)","N/A","724.50","814.50"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","550","Matte Lamination (Both) + Spot UV (Front)","N/A","937.65","1027.65"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","550","Gloss Waterbase Varnish (Front)","N/A","673.05","753.05"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","550","Gloss Waterbase Varnish (Both)","N/A","673.05","753.05"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","600","Gloss Lamination (Front)","N/A","678.30","778.30"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","600","Gloss Lamination (Both)","N/A","720.30","820.30"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","600","Matte Lamination (Front)","N/A","686.70","786.70"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","600","Matte Lamination (Front) + Spot UV (Front)","N/A","903.00","1003.00"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","600","Matte Lamination (Both)","N/A","742.35","842.35"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","600","Matte Lamination (Both) + Spot UV (Front)","N/A","958.65","1058.65"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","600","Gloss Waterbase Varnish (Front)","N/A","684.60","774.60"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","600","Gloss Waterbase Varnish (Both)","N/A","685.65","775.65"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","650","Gloss Lamination (Front)","N/A","691.95","791.95"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","650","Gloss Lamination (Both)","N/A","737.10","847.10"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","650","Matte Lamination (Front)","N/A","702.45","802.45"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","650","Matte Lamination (Front) + Spot UV (Front)","N/A","921.90","1021.90"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","650","Matte Lamination (Both)","N/A","760.20","870.20"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","650","Matte Lamination (Both) + Spot UV (Front)","N/A","979.65","1089.65"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","650","Gloss Waterbase Varnish (Front)","N/A","697.20","797.20"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","650","Gloss Waterbase Varnish (Both)","N/A","697.20","797.20"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","700","Gloss Lamination (Front)","N/A","704.55","814.55"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","700","Gloss Lamination (Both)","N/A","753.90","873.90"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","700","Matte Lamination (Front)","N/A","718.20","828.20"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","700","Matte Lamination (Front) + Spot UV (Front)","N/A","940.80","1050.80"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","700","Matte Lamination (Both)","N/A","778.05","898.05"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","700","Matte Lamination (Both) + Spot UV (Front)","N/A","1000.65","1120.65"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","700","Gloss Waterbase Varnish (Front)","N/A","709.80","819.80"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","700","Gloss Waterbase Varnish (Both)","N/A","709.80","819.80"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","750","Gloss Lamination (Front)","N/A","721.35","841.35"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","750","Gloss Lamination (Both)","N/A","773.85","903.85"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","750","Matte Lamination (Front)","N/A","732.90","852.90"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","750","Matte Lamination (Front) + Spot UV (Front)","N/A","958.65","1078.65"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","750","Matte Lamination (Both)","N/A","799.05","929.05"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","750","Matte Lamination (Both) + Spot UV (Front)","N/A","1024.80","1154.80"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","750","Gloss Waterbase Varnish (Front)","N/A","722.40","832.40"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","750","Gloss Waterbase Varnish (Both)","N/A","723.45","833.45"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","800","Gloss Lamination (Front)","N/A","736.05","866.05"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","800","Gloss Lamination (Both)","N/A","789.60","919.60"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","800","Matte Lamination (Front)","N/A","748.65","878.65"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","800","Matte Lamination (Front) + Spot UV (Front)","N/A","977.55","1107.55"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","800","Matte Lamination (Both)","N/A","815.85","945.85"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","800","Matte Lamination (Both) + Spot UV (Front)","N/A","1044.75","1174.75"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","800","Gloss Waterbase Varnish (Front)","N/A","733.95","853.95"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","800","Gloss Waterbase Varnish (Both)","N/A","733.95","853.95"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","850","Gloss Lamination (Front)","N/A","749.70","879.70"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","850","Gloss Lamination (Both)","N/A","807.45","947.45"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","850","Matte Lamination (Front)","N/A","763.35","893.35"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","850","Matte Lamination (Front) + Spot UV (Front)","N/A","995.40","1125.40"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","850","Matte Lamination (Both)","N/A","834.75","974.75"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","850","Matte Lamination (Both) + Spot UV (Front)","N/A","1066.80","1206.80"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","850","Gloss Waterbase Varnish (Front)","N/A","746.55","876.55"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","850","Gloss Waterbase Varnish (Both)","N/A","747.60","877.60"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","900","Gloss Lamination (Front)","N/A","765.45","905.45"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","900","Gloss Lamination (Both)","N/A","824.25","974.25"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","900","Matte Lamination (Front)","N/A","780.15","920.15"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","900","Matte Lamination (Front) + Spot UV (Front)","N/A","1015.35","1155.35"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","900","Matte Lamination (Both)","N/A","852.60","1002.60"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","900","Matte Lamination (Both) + Spot UV (Front)","N/A","1087.80","1237.80"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","900","Gloss Waterbase Varnish (Front)","N/A","759.15","889.15"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","900","Gloss Waterbase Varnish (Both)","N/A","759.15","889.15"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","950","Gloss Lamination (Front)","N/A","778.05","928.05"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","950","Gloss Lamination (Both)","N/A","841.05","1001.05"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","950","Matte Lamination (Front)","N/A","793.80","943.80"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","950","Matte Lamination (Front) + Spot UV (Front)","N/A","1032.15","1182.15"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","950","Matte Lamination (Both)","N/A","871.50","1031.50"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","950","Matte Lamination (Both) + Spot UV (Front)","N/A","1109.85","1269.85"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","950","Gloss Waterbase Varnish (Front)","N/A","770.70","910.70"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","950","Gloss Waterbase Varnish (Both)","N/A","771.75","911.75"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","1000","Gloss Lamination (Front)","N/A","793.80","953.80"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","1000","Gloss Lamination (Both)","N/A","858.90","1028.90"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","1000","Matte Lamination (Front)","N/A","809.55","969.55"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","1000","Matte Lamination (Front) + Spot UV (Front)","N/A","1051.05","1211.05"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","1000","Matte Lamination (Both)","N/A","890.40","1060.40"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","1000","Matte Lamination (Both) + Spot UV (Front)","N/A","1131.90","1301.90"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","1000","Gloss Waterbase Varnish (Front)","N/A","783.30","933.30"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 230gsm (2 side coated)","4C (Front)","1000","Gloss Waterbase Varnish (Both)","N/A","784.35","934.35"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 250gsm (2 side coated)","4C (Front)","250","Gloss Lamination (Front)","N/A","605.85","655.85"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 250gsm (2 side coated)","4C (Front)","250","Gloss Lamination (Both)","N/A","613.20","663.20"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 250gsm (2 side coated)","4C (Front)","250","Matte Lamination (Front)","N/A","605.85","655.85"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 250gsm (2 side coated)","4C (Front)","250","Matte Lamination (Front) + Spot UV (Front)","N/A","799.05","849.05"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 250gsm (2 side coated)","4C (Front)","250","Matte Lamination (Both)","N/A","625.80","675.80"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 250gsm (2 side coated)","4C (Front)","250","Matte Lamination (Both) + Spot UV (Front)","N/A","819.00","869.00"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 250gsm (2 side coated)","4C (Front)","250","Gloss Waterbase Varnish (Front)","N/A","611.10","651.10"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 250gsm (2 side coated)","4C (Front)","250","Gloss Waterbase Varnish (Both)","N/A","611.10","651.10"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 250gsm (2 side coated)","4C (Front)","300","Gloss Lamination (Front)","N/A","617.40","667.40"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 250gsm (2 side coated)","4C (Front)","300","Gloss Lamination (Both)","N/A","631.05","691.05"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 250gsm (2 side coated)","4C (Front)","300","Matte Lamination (Front)","N/A","617.40","667.40"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 250gsm (2 side coated)","4C (Front)","300","Matte Lamination (Front) + Spot UV (Front)","N/A","813.75","863.75"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 250gsm (2 side coated)","4C (Front)","300","Matte Lamination (Both)","N/A","644.70","704.70"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 250gsm (2 side coated)","4C (Front)","300","Matte Lamination (Both) + Spot UV (Front)","N/A","841.05","901.05"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 250gsm (2 side coated)","4C (Front)","300","Gloss Waterbase Varnish (Front)","N/A","623.70","673.70"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 250gsm (2 side coated)","4C (Front)","300","Gloss Waterbase Varnish (Both)","N/A","624.75","674.75"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 250gsm (2 side coated)","4C (Front)","350","Gloss Lamination (Front)","N/A","631.05","691.05"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 250gsm (2 side coated)","4C (Front)","350","Gloss Lamination (Both)","N/A","646.80","716.80"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 250gsm (2 side coated)","4C (Front)","350","Matte Lamination (Front)","N/A","631.05","691.05"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 250gsm (2 side coated)","4C (Front)","350","Matte Lamination (Front) + Spot UV (Front)","N/A","830.55","890.55"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 250gsm (2 side coated)","4C (Front)","350","Matte Lamination (Both)","N/A","662.55","732.55"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 250gsm (2 side coated)","4C (Front)","350","Matte Lamination (Both) + Spot UV (Front)","N/A","862.05","932.05"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 250gsm (2 side coated)","4C (Front)","350","Gloss Waterbase Varnish (Front)","N/A","636.30","696.30"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 250gsm (2 side coated)","4C (Front)","350","Gloss Waterbase Varnish (Both)","N/A","636.30","696.30"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 250gsm (2 side coated)","4C (Front)","400","Gloss Lamination (Front)","N/A","642.60","712.60"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 250gsm (2 side coated)","4C (Front)","400","Gloss Lamination (Both)","N/A","663.60","733.60"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 250gsm (2 side coated)","4C (Front)","400","Matte Lamination (Front)","N/A","612.00","682.00"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 250gsm (2 side coated)","4C (Front)","400","Matte Lamination (Front) + Spot UV (Front)","N/A","846.30","916.30"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 250gsm (2 side coated)","4C (Front)","400","Matte Lamination (Both)","N/A","680.40","750.40"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 250gsm (2 side coated)","4C (Front)","400","Matte Lamination (Both) + Spot UV (Front)","N/A","884.10","954.10"
"CD Jacket","FCD 004","160mm x 384mm","Gloss Art Card 250gsm (2 side coated)","4C (Front)","400","Gloss Waterbase Varnish (Front)","N/A","648.90","718.90"
